id,icij_sar_id,filer_org_name_id,filer_org_name,filer_org_name_display,begin_date,begin_date_year,end_date,end_date_year,originator_bank_id,originator_bank,originator_bank_continent,originator_bank_country,originator_iso,beneficiary_bank_id,beneficiary_bank,beneficiary_bank_continent,beneficiary_bank_country,beneficiary_iso,number_transactions,amount_transactions
236353,4241,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 14, 2014",2014,"Jul 14, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,hsbc-private-bank-suisse-sa-geneva-switzerland-che,HSBC Private Bank,Europe,Switzerland,CHE,2,1482000
236354,4241,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 21, 2014",2014,"Jul 24, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,banco-de-sabadell-sa-fl-us-usa,Banco De Sabadell SA,North America,United States,USA,2,500000
236355,4241,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 28, 2014",2014,"Aug 13, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,ebna-bank-nv-willemstad-curacao-cuw,EBNA Bank NV,South America,Curacao,CUW,2,604812
236356,4241,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 11, 2014",2014,"Jul 21, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,ebna-bank-nv-willemstad-curacao-cuw,EBNA Bank N.V.,South America,Curacao,CUW,3,968898
236357,4241,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 18, 2014",2014,"Aug 15, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,ubs-private-banking-frankfurt-germany-deu,UBS Private Banking,Europe,Germany,DEU,2,600000
236359,4241,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 8, 2014",2014,"Aug 12, 2014",2014,emirates-nbd-bank-pjsc,Emirates Nbd Bank Pjsc,Asia,United Arab Emirates,ARE,south-american-international-bank-of-curacao-willemstad-curacao-cuw,South American International Bank of Curacao,South America,Curacao,CUW,8,22100000
236361,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 10, 2014",2014,"Jun 10, 2014",2014,pictet-and-cie,Pictet And Cie,Europe,Switzerland,CHE,south-american-international-bank-willemstad-curacao-cuw,South American International Bank,South America,Curacao,CUW,1,1000000
236362,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 2, 2014",2014,"Jul 2, 2014",2014,south-american-international-bank,South American International Bank,South America,Curacao,CUW,branch-banking-and-trust-company-greensboro-nc-usa,Branch Banking And Trust Company,North America,United States,USA,1,1000000
236363,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 23, 2014",2014,"Jun 23, 2014",2014,south-american-international-bank,South American International Bank,South America,Curacao,CUW,banesco-sa-panama-city-panama-pan,"Banesco, S.A.",North America,Panama,PAN,1,1000000
236364,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 4, 2014",2014,"Apr 16, 2014",2014,south-american-international-bank,South American International Bank,South America,Curacao,CUW,deutsche-bank-ag-amsterdam-netherlands-nld,Deutsche Bank AG,Europe,Netherlands,NLD,4,1307000
236365,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 8, 2013",2013,"Nov 22, 2013",2013,south-american-international-bank,South American International Bank,South America,Curacao,CUW,espirito-santo-bank-of-florida-miami-fl-usa,Espirito Santo Bank of Florida,North America,United States,USA,2,1100147
236366,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Dec 3, 2013",2013,"Dec 16, 2013",2013,south-american-international-bank,South American International Bank,South America,Curacao,CUW,totalbank-miami-fl-usa,TotalBank,North America,United States,USA,3,1210000
236367,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 18, 2013",2013,"Feb 18, 2014",2014,south-american-international-bank,South American International Bank,South America,Curacao,CUW,ebna-bank-nv-willemstad-curacao-cuw,EBNA Bank NV,South America,Curacao,CUW,9,1978656
236368,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Oct 28, 2013",2013,"Dec 16, 2013",2013,south-american-international-bank,South American International Bank,South America,Curacao,CUW,credicorp-bank-panama-panama-pan,Credicorp Bank,North America,Panama,PAN,4,1213092.16
236369,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 4, 2013",2013,"Nov 4, 2013",2013,united-international-bank-n-v,United International Bank N V,South America,Curacao,CUW,south-american-international-bank-willemstad-curacao-cuw,South American International Bank,South America,Curacao,CUW,1,1899800
236371,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 15, 2013",2013,"Jun 20, 2014",2014,hsbc-hong-kong-hkg,HSBC Hong Kong,Asia,Hong Kong,HKG,south-american-international-bank-willemstad-curacao-cuw,South American International Bank,South America,Curacao,CUW,6,16595000
236485,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 8, 2014",2014,"Apr 8, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,banesco-usa-coral-gables-fl-usa,Banesco Usa,North America,United States,USA,1,349905
236486,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 4, 2014",2014,"Apr 4, 2014",2014,commerzbank-ag,Commerzbank AG,Europe,Germany,DEU,andbanc-panama-sa-panama-city-panama-pan,Andbanc,North America,Panama,PAN,1,99932.51
236487,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 8, 2014",2014,"Apr 8, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,efg-bankzurich-switzerland-che,EFG Bank.(Zurich Switzerland),Europe,Switzerland,CHE,1,29935
236488,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 1, 2014",2014,"Apr 1, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,helm-bank-usa-miami-florida-usa,Helm Bank Usa,North America,United States,USA,1,99935
236489,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 1, 2014",2014,"Apr 1, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,deutsche-bk-trust-co-americas-new-york-ny-usa,Deutsche Bk Trust Co Americas,North America,United States,USA,1,364905
236490,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Feb 28, 2014",2014,"Feb 28, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,ubs-ag-stamford-ct-usa,UBS AG,North America,United States,USA,1,129905
236491,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Feb 28, 2014",2014,"Feb 28, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,hsbc-bank-usa-na-new-york-ny-usa,"HSBC Bank Usa, Na",North America,United States,USA,1,399905
236492,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Feb 24, 2014",2014,"Feb 24, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,bbt-wilson-nc-usa,BB&T,North America,United States,USA,1,49935
236493,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 31, 2014",2014,"Mar 31, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,ubs-ag-stamford-ct-usa,UBS AG,North America,United States,USA,1,210000
236494,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 28, 2014",2014,"Mar 28, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,deutsche-bk-trust-co-americas-new-york-ny-usa,Deutsche Bk Trust Co Americas,North America,United States,USA,1,18000
236495,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 18, 2014",2014,"Mar 18, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,deutsche-bk-trust-co-americas-new-york-ny-usa,Deutsche Bk Trust Co Americas,North America,United States,USA,1,25000
236496,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 17, 2014",2014,"Mar 17, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,deutsche-bk-trust-co-americas-new-york-ny-usa,Deutsche Bk Trust Co Americas,North America,United States,USA,1,26000
236497,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 17, 2014",2014,"Mar 17, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,deutsche-bk-trust-co-americas-new-york-ny-usa,Deutsche Bk Trust Co Americas,North America,United States,USA,1,60000
236498,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 5, 2014",2014,"Mar 5, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,deutsche-bk-trust-co-americas-new-york-ny-usa,Deutsche Bk Trust Co Americas,North America,United States,USA,1,205000
236499,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Feb 27, 2014",2014,"Feb 27, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,banco-de-santander-international-miami-florida-usa,Banco De Santander International,North America,United States,USA,1,180000
236500,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Feb 27, 2014",2014,"Feb 27, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,banco-de-santander-international-miami-florida-usa,Banco De Santander International,North America,United States,USA,1,150000
236501,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Feb 25, 2014",2014,"Feb 25, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,deutsche-bk-trust-co-americas-new-york-ny-usa,Deutsche Bk Trust Co Americas,North America,United States,USA,1,410000
236502,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 31, 2014",2014,"Mar 31, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,banco-de-santander-international-miami-florida-usa,Banco De Santander International,North America,United States,USA,1,299905
236503,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 24, 2014",2014,"Mar 24, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,banesco-sa-panama-city-panama-pan,"Banesco, SA",North America,Panama,PAN,1,499905
236504,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 19, 2014",2014,"Mar 19, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,cnl-bank-orlando-fl-usa,CNL Bank,North America,United States,USA,1,735000
236505,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 10, 2014",2014,"Apr 10, 2014",2014,akciju-komercbanka-baltikums,Akciju Komercbanka Baltikums,Europe,Latvia,LVA,ping-an-bank-co-ltd-east-shenzhen-china-chn,Ping An Bank Co Ltd,Asia,China,CHN,1,1606000
236506,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 24, 2014",2014,"Mar 24, 2014",2014,akciju-komercbanka-baltikums,Akciju Komercbanka Baltikums,Europe,Latvia,LVA,ping-an-bank-co-ltd-east-shenzhen-china-chn,Ping An Bank Co Ltd,Asia,China,CHN,1,100000
236507,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 5, 2014",2014,"Mar 12, 2014",2014,dbs-bank-ltd,DBS Bank Ltd,Asia,Singapore,SGP,baltikums-bank-riga-latvia-lva,Baltikums Bank,Europe,Latvia,LVA,4,1734000
236508,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 7, 2014",2014,"Apr 7, 2014",2014,ebna-bank-nv,EBNA Bank NV,South America,Curacao,CUW,efg-bank-zurich-switzerland-che,EFG Bank,Europe,Switzerland,CHE,1,53939.5
236509,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 8, 2014",2014,"Apr 8, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,banco-de-santander-international-miami-florida-usa,Banco De Santander International,North America,United States,USA,1,199905
236510,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 25, 2014",2014,"Mar 25, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,bankunited-na-miami-florida-usa,"Bankunited, Na",North America,United States,USA,1,1000000
236512,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 19, 2014",2014,"Mar 19, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,standard-chartered-bank-new-york-ny-usa,Standard Chartered Bank,North America,United States,USA,1,499905
236513,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 12, 2014",2014,"Mar 12, 2014",2014,south-american-international-bank-of-curacao,South American International Bank of Curacao,South America,Curacao,CUW,banco-de-santander-international-miami-florida-usa,Banco De Santander International,North America,United States,USA,1,699905
236514,4273,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 27, 2014",2014,"Mar 27, 2014",2014,credit-suisse-ag,Credit Suisse AG,Europe,Switzerland,CHE,lgt-bank-schweiz-ag-lugano-switzerland-che,LGT Bank,Europe,Switzerland,CHE,1,10680000
236735,3027,jp-morgan-chase-co,JP Morgan Chase & Co.,JP Morgan Chase,"Jun 30, 2014",2014,"Jul 11, 2014",2014,hang-seng-bank,Hang Seng Bank,Asia,China,CHN,bank-of-east-asia-china-ltd-chn,Bank of East Asia,Asia,China,CHN,1,1082667.5
236780,3031,jp-morgan-chase-co,JP Morgan Chase & Co.,JP Morgan Chase,"Apr 24, 2014",2014,"Apr 24, 2014",2014,bank-of-bahrain-kuwait,Bank of Bahrain Kuwait,Asia,Kuwait,KWT,korea-exchange-bank-south-korea-kor,Korea Exchange Bank,Asia,South Korea,KOR,1,6602.27
236842,3882,barclays-plc,Barclays Plc,Barclays,"May 20, 2015",2015,"May 21, 2015",2015,barclays-bank,Barclays Bank,Europe,Switzerland,CHE,barclays-bank-suisse-sa-che,Barclays Bank,Europe,Switzerland,CHE,2,4232398.45
236853,3882,barclays-plc,Barclays Plc,Barclays,"Dec 30, 2014",2014,"Jul 22, 2015",2015,barclays-bank,Barclays Bank,Europe,Switzerland,CHE,credit-suisse-ag-switzerland-che,Credit Suisse AG,Europe,Switzerland,CHE,1,626212.97
236929,2445,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 2, 2014",2014,"Jun 2, 2014",2014,rosbank-oao,Rosbank OAO,Europe,Russia,RUS,hsbc-bank-canada-toronto-canada-can,HSBC Bank Canada,North America,Canada,CAN,1,3081.66
236930,2445,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Sep 24, 2014",2014,"Sep 24, 2014",2014,gazprombank,Gazprombank,Europe,Russia,RUS,slb-commercial-bank-ag-zurich-switzerland-che,Slb Commercial Bank AG,Europe,Switzerland,CHE,2,1114555
236931,2445,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"May 30, 2014",2014,"May 30, 2014",2014,bank-of-new-york-mellon,Bank of New York Mellon,North America,United States,USA,bk-of-new-york-cayman-georgetown-new-york-ny-usa,Bk of New York Cayman,North America,United States,USA,1,1053570
236933,2445,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 22, 2014",2014,"Oct 29, 2014",2014,meinl-bankag,Meinl Bankag,Europe,Austria,AUT,wells-fargo-bank-san-francisco-ca-usa,Wells Fargo Bank,North America,United States,USA,8,120500
236934,2445,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Sep 4, 2014",2014,"Sep 4, 2014",2014,meinl-bank-ag,Meinl Bank AG,Europe,Austria,AUT,bank-of-communications-co-ltd-shanghai-china-chn,"Bank of Communications, Co. Ltd.",Asia,China,CHN,1,526038.93
236935,2445,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 7, 2014",2014,"Nov 7, 2014",2014,bank-of-new-york-mellon,Bank of New York Mellon,North America,United States,USA,wells-fargo-bank-na-san-francisco-ca-usa,Wells Fargo Bank Na,North America,United States,USA,1,600334.91
236936,2445,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Aug 29, 2014",2014,"Aug 29, 2014",2014,meinl-bank-ag,Meinl Bank AG,Europe,Austria,AUT,sb-sberbank-of-russia-cjsc-kiev-ukraine-ukr,"SB Sberbank of Russia, Cjsc",Europe,Ukraine,UKR,2,700000
236937,2445,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 14, 2014",2014,"Nov 14, 2014",2014,wellsfargo-bank-na,Wellsfargo Bank Na,North America,United States,USA,meinl-bank-ag-vienna-austria-aut,Meinl Bank AG,Europe,Austria,AUT,1,300000
236938,2445,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 9, 2014",2014,"May 20, 2014",2014,meinl-bank-ag,Meinl Bank AG,Europe,Austria,AUT,wells-fargo-bank-san-francisco-ca-usa,Wells Fargo Bank,North America,United States,USA,7,1977000
236974,4335,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"May 13, 2015",2015,"Mar 11, 2016",2016,nations-trust-bank-plc,Nations Trust Bank Plc,Asia,Sri Lanka,LKA,scb-uae-dubai-uae-are,Scb Uae,Asia,United Arab Emirates,ARE,2,20688.2
236991,3385,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 4, 2013",2013,"Aug 26, 2013",2013,pt-bank-mandiri-persero-tbk,PT Bank Mandiri Persero Tbk,Asia,Indonesia,IDN,dbs-bank-hong-kong-limited-hong-kong-hkg,DBS Bank Hong Kong Limited,Asia,Hong Kong,HKG,1,300000
236992,3385,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 4, 2013",2013,"Aug 26, 2013",2013,pt-bank-mandiri-persero-tbk,PT Bank Mandiri Persero Tbk,Asia,Indonesia,IDN,standard-bank-plc-united-kingdom-gbr,Standard Bank Plc,Europe,United Kingdom,GBR,2,950000
236993,3385,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 4, 2013",2013,"Aug 26, 2013",2013,pt-bank-mandiri-persero-tbk,PT Bank Mandiri Persero Tbk,Asia,Indonesia,IDN,hongkong-shanghai-banking-corporation-limited-hong-kong-hkg,Hong Kong Shanghai Banking Corporation Limited,Asia,Hong Kong,HKG,14,40550000
236994,3385,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 4, 2013",2013,"Aug 26, 2013",2013,pt-bank-mandiri-persero-tbk,PT Bank Mandiri Persero Tbk,Asia,Indonesia,IDN,deutsche-bank-ag-hong-kong-hkg,Deutsche Bank AG,Asia,Hong Kong,HKG,55,152500000
237004,4169,barclays-plc,Barclays Plc,Barclays,"Aug 4, 2014",2014,"Aug 7, 2014",2014,hsbc-hong-kong-hkg,HSBC Hong Kong,Asia,Hong Kong,HKG,barclays-bank-plc-uk-knightsbridge-gbr,Barclays Bank Plc,Europe,United Kingdom,GBR,3,165000
237007,4069,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 22, 2016",2016,"Dec 22, 2016",2016,ocbc-wing-hang-bank-limited,Ocbc Wing Hang Bank Limited,Asia,Hong Kong,HKG,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Asia,Singapore,SGP,2,20200000
237008,4069,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 18, 2016",2016,"Nov 18, 2016",2016,bangkok-bank-public-company-limited,Bangkok Bank Public Company Limited,Asia,Thailand,THA,cimb-bank-berhad-singapore-sgp,CIMB Bank Berhad,Asia,Singapore,SGP,1,22300000
237010,4069,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 16, 2016",2016,"Nov 16, 2016",2016,dbs-bank-ltd,DBS Bank Ltd,Asia,Hong Kong,HKG,rabobank-hong-kong-hkg,Rabobank,Asia,Hong Kong,HKG,1,35000000
237011,4069,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Oct 14, 2016",2016,"Dec 6, 2016",2016,northern-trust-company,Northern Trust Company,Asia,Singapore,SGP,credit-suisse-singapore-sgp,Credit Suisse,Asia,Singapore,SGP,3,35000000
237012,4069,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Oct 5, 2016",2016,"Oct 5, 2016",2016,bnp-paribas-wealth-management,Bnp Paribas Wealth Management,Asia,Hong Kong,HKG,credit-suisse-hong-kong-hkg,Credit Suisse,Asia,Hong Kong,HKG,1,37500000
237013,4069,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Oct 27, 2016",2016,"Oct 27, 2016",2016,mizuho-corporate-bank-limited,Mizuho Corporate Bank Limited,Asia,Hong Kong,HKG,credit-suisse-ag-zurich-switzerland-che,Credit Suisse Ag,Europe,Switzerland,CHE,1,58400000
237014,4069,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 29, 2016",2016,"Dec 1, 2016",2016,china-development-bank,China Development Bank,Asia,China,CHN,kgi-bank-taipei-taiwan-twn,KGI Bank,Asia,Taiwan,TWN,3,89500000
237022,2416,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Aug 2, 2013",2013,"Aug 2, 2013",2013,zenith-bank-plc,Zenith Bank Plc,Africa,Nigeria,NGA,jsc-norvik-banka-riga-latvia-lva,JSC Norvik Banka,Europe,Latvia,LVA,1,5015
237023,2416,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 3, 2013",2013,"Jul 25, 2013",2013,norvik-banka-jsc,Norvik Banka JSC,Europe,Latvia,LVA,euroclear-bank-brussels-belgium-bel,Euroclear Bank,Europe,Belgium,BEL,29,135386900
237024,2416,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 6, 2013",2013,"Aug 2, 2013",2013,norvik-banka-jsc,Norvik Banka JSC,Europe,Latvia,LVA,vnesheconombank-moscow-russia-rus,Vnesheconombank,Europe,Russia,RUS,4,51172.71
237025,2416,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 8, 2013",2013,"Jul 12, 2013",2013,norvik-banka-jsc,Norvik Banka JSC,Europe,Latvia,LVA,euroclear-bank-brussels-belgium-bel,Euroclear Bank,Europe,Belgium,BEL,2,68793.29
237026,2416,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 8, 2013",2013,"Jul 8, 2013",2013,alior-bank-sa,Alior Bank S.A.,Europe,Poland,POL,jsc-norvik-banka-riga-latvia-lva,JSC Norvik Banka,Europe,Latvia,LVA,1,90000
237027,2416,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 3, 2013",2013,"Aug 6, 2013",2013,norvik-banka-jsc,Norvik Banka JSC,Europe,Latvia,LVA,moscow-industrial-bank-moscow-russia-rus,Moscow Industrial Bank,Europe,Russia,RUS,2,103366.83
237028,2416,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 5, 2013",2013,"Jul 5, 2013",2013,skandinaviska-enskilda-banken,Skandinaviska Enskilda Banken,Europe,Sweden,SWE,jsc-norvik-banka-riga-latvia-lva,JSC Norvik Banka,Europe,Latvia,LVA,1,345700
237029,2416,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 5, 2013",2013,"Jun 17, 2013",2013,unicredit-bank-austria-ag,UniCredit Bank Austria AG,Europe,Austria,AUT,norvik-banka-jsc-riga-latvia-lva,Norvik Banka JSC,Europe,Latvia,LVA,2,511605.25
237030,2416,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 16, 2013",2013,"Jul 16, 2013",2013,norvik-banka-jsc,Norvik Banka JSC,Europe,Latvia,LVA,vtb-bank-open-joint-stock-bank-moscow-russia-rus,VTB Bank,Europe,Russia,RUS,1,3000000
237031,2937,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 9, 2013",2013,"Mar 25, 2013",2013,standard-chartered-bank,Standard Chartered Bank,Asia,United Arab Emirates,ARE,banque-de-gestion-edmond-de-rothschild-monaco-monte-carlo-monaco-mco,Banque De Gestion Edmond De Rothschild Monaco,Europe,Monaco,MCO,5,360000
237034,2937,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Feb 11, 2013",2013,"Mar 25, 2013",2013,standard-chartered-bank,Standard Chartered Bank,Asia,United Arab Emirates,ARE,ing-belgium-s-a-belgium-bel,ING Belgium S A,Europe,Belgium,BEL,4,400953
237035,2937,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Mar 5, 2013",2013,"Mar 26, 2013",2013,standard-chartered-bank,Standard Chartered Bank,Asia,United Arab Emirates,ARE,banque-cantonale-de-geneve-geneva-switzerland-che,Banque Cantonale De Geneve,Europe,Switzerland,CHE,4,408000
237043,3101,barclays-plc,Barclays Plc,Barclays,"Oct 8, 2013",2013,"Oct 8, 2013",2013,eurasian-bank,Eurasian Bank,Asia,Kazakhstan,KAZ,barclays-bank-plc-uk-corporate-gbr,Barclays Bank Plc,Europe,United Kingdom,GBR,1,71853.92
237044,3101,barclays-plc,Barclays Plc,Barclays,"Sep 5, 2013",2013,"Dec 13, 2013",2013,eurasian-bank,Eurasian Bank,Asia,Kazakhstan,KAZ,barclays-bank-plc-uk-corporate-gbr,Barclays Bank Plc,Europe,United Kingdom,GBR,2,99510.12
